id-area-amoblado-numero_habitaciones-noches_anio-seguro
150001-72,93-0-3-15-1
167847-45,97-1-3-27-17847
167848-48,57-1-3-27-17848
167849-62,39-0-2-19-17849
167850-46,00-0-1-3-17850
167851-47,24-0-4-17-17851
167852-72,83-0-4-20-17852
167853-50,16-1-1-4-17853
167854-30,77-0-4-25-17854
167855-57,50-0-2-28-17855
167856-57,58-0-1-10-17856
167857-69,36-1-4-23-17857
167858-50,87-1-2-23-17858
167859-45,33-0-2-19-17859
167860-56,24-0-4-3-17860
167861-47,57-0-1-14-17861
167862-73,04-1-3-12-17862
167863-55,32-0-2-12-17863
167864-68,61-1-3-3-17864
167865-75,91-1-2-26-17865
167866-53,81-1-4-0-17866
167867-25,23-1-4-12-17867
167868-53,98-0-3-14-17868
167869-52,91-0-1-18-17869
167870-67,01-0-4-9-17870
167871-69,89-0-3-23-17871
167872-79,44-0-4-18-17872
167873-66,71-1-3-8-17873
167874-29,85-1-1-16-17874
167875-31,53-1-2-28-17875
167876-67,46-1-4-13-17876
167877-40,34-1-3-6-17877
167878-46,45-0-1-28-17878
167879-53,72-1-1-29-17879
167880-61,20-0-3-7-17880
167881-67,69-1-4-17-17881
167882-42,81-1-3-26-17882
167883-54,10-0-3-8-17883
167884-54,64-1-2-18-17884
167885-67,14-0-3-26-17885
167886-71,80-1-4-23-17886
167887-47,17-1-4-4-17887
167888-38,71-0-1-4-17888
167889-71,87-0-1-24-17889
167890-59,82-1-3-13-17890
167891-26,87-0-2-27-17891
167892-56,27-0-3-0-17892
167893-33,43-0-3-27-17893
167894-53,47-0-2-18-17894
167895-36,30-0-4-9-17895
167896-74,51-1-1-4-17896
167897-71,89-1-1-28-17897
167898-28,74-0-2-22-17898
167899-42,44-0-4-0-17899
167900-38,04-1-4-9-17900
167901-59,22-0-2-26-17901
167902-40,78-1-2-28-17902
167903-25,02-1-4-7-17903
167904-54,86-1-3-18-17904
167905-62,24-0-2-25-17905
167906-79,15-1-1-12-17906
167907-52,71-0-1-23-17907
167908-69,64-0-3-4-17908
167909-65,71-1-1-0-17909
167910-67,79-1-3-8-17910
167911-45,96-1-1-19-17911
167912-58,54-1-3-21-17912
167913-37,27-1-2-9-17913
167914-32,48-1-1-26-17914
167915-79,51-1-2-6-17915
167916-52,15-0-2-24-17916
167917-25,60-1-4-5-17917
167918-50,84-1-2-14-17918
167919-78,36-0-3-22-17919
167920-52,21-1-3-3-17920
167921-25,96-1-4-15-17921
167922-51,01-1-4-17-17922
167923-43,76-1-4-13-17923
167924-77,05-0-1-5-17924
167925-61,02-0-3-3-17925
167926-59,26-0-4-17-17926
167927-78,39-0-2-16-17927
167928-54,30-0-4-6-17928
167929-68,42-1-3-25-17929
167930-48,84-0-2-21-17930
167931-35,93-1-3-1-17931
167932-76,34-1-2-16-17932
167933-74,38-1-3-0-17933
167934-40,19-0-2-18-17934
167935-46,74-0-1-9-17935
167936-76,92-1-1-17-17936
167937-32,72-0-1-28-17937
167938-71,58-1-1-25-17938
167939-71,35-1-3-20-17939
167940-55,60-1-2-18-17940
167941-36,92-0-1-5-17941
167942-46,49-0-1-6-17942
167943-77,48-0-3-27-17943
167944-34,09-0-3-20-17944
167945-58,84-0-3-28-17945
167946-46,73-0-2-1-17946
167947-65,25-1-3-14-17947
167948-43,27-0-3-5-17948
167949-63,62-0-4-25-17949
167950-51,88-0-3-11-17950
167951-70,03-1-1-16-17951
167952-46,65-1-4-2-17952
167953-39,66-1-2-26-17953
167954-66,69-0-4-25-17954
167955-26,28-0-1-23-17955
167956-50,32-1-1-23-17956
167957-65,23-0-4-10-17957
167958-45,82-1-4-19-17958
167959-45,62-1-1-4-17959
167960-64,11-1-1-26-17960
167961-60,46-1-2-21-17961
167962-72,62-1-3-7-17962
167963-58,03-0-4-10-17963
167964-79,95-1-2-5-17964
167965-64,83-1-2-29-17965
167966-78,17-1-3-21-17966
167967-53,49-1-4-12-17967
167968-46,56-0-2-17-17968
167969-62,97-0-4-11-17969
167970-74,87-1-1-10-17970
167971-63,72-0-4-25-17971
167972-64,31-0-2-29-17972
167973-52,00-0-4-21-17973
167974-29,00-1-1-27-17974
167975-41,66-1-2-23-17975
167976-43,20-1-1-4-17976
167977-66,38-0-1-6-17977
167978-54,36-0-4-0-17978
167979-78,99-1-1-13-17979
167980-73,24-0-3-8-17980
167981-64,84-1-2-29-17981
167982-74,01-1-4-27-17982
167983-60,86-1-4-0-17983
167984-37,36-0-4-21-17984
167985-65,88-0-4-16-17985
167986-45,03-0-2-22-17986
167987-59,18-1-4-26-17987
167988-61,95-1-2-6-17988
167989-42,69-0-2-1-17989
167990-50,32-1-1-27-17990
167991-79,35-0-4-23-17991
167992-44,72-0-2-8-17992
167993-72,89-1-1-23-17993
167994-26,54-0-4-21-17994
167995-31,46-0-1-5-17995
167996-43,45-0-2-9-17996
167997-56,02-1-2-6-17997
167998-72,77-1-4-21-17998
167999-67,19-0-3-7-17999
168000-51,50-0-2-28-18000
168001-27,92-0-3-1-18001
168002-29,47-1-2-21-18002
168003-70,04-1-2-10-18003
168004-53,88-1-4-8-18004
168005-66,92-1-3-13-18005
168006-74,52-1-3-12-18006
168007-33,96-1-4-15-18007
168008-67,22-1-4-13-18008
168009-30,71-1-2-6-18009
168010-37,25-0-1-16-18010
168011-78,71-1-1-24-18011
168012-79,73-1-1-0-18012
168013-61,55-0-2-13-18013
168014-31,59-0-3-8-18014
168015-33,19-1-1-9-18015
168016-65,90-0-3-19-18016
168017-39,43-0-3-13-18017
168018-53,66-1-1-19-18018
168019-29,16-1-1-24-18019
168020-35,92-1-1-12-18020
168021-57,23-1-3-1-18021
168022-50,14-1-3-10-18022
168023-77,86-0-3-23-18023
168024-59,32-1-2-8-18024
168025-79,86-0-1-0-18025
168026-77,65-1-3-12-18026
168027-72,58-0-2-1-18027
168028-41,43-1-1-19-18028
168029-55,55-0-4-2-18029
168030-59,77-0-3-5-18030
168031-41,94-1-2-19-18031
168032-48,68-1-2-24-18032
168033-72,39-0-2-20-18033
168034-54,93-0-1-14-18034
168035-79,34-0-1-1-18035
168036-52,64-0-4-17-18036
168037-74,66-0-3-26-18037
168038-69,46-1-2-16-18038
168039-57,68-1-3-13-18039
168040-25,64-1-3-22-18040
168041-46,14-1-3-11-18041
168042-31,06-1-1-14-18042
168043-37,01-0-4-9-18043
168044-43,59-1-4-4-18044
168045-35,86-1-2-16-18045
168046-37,12-1-4-6-18046
168047-76,82-0-4-1-18047
168048-78,09-1-2-6-18048
168049-54,06-0-1-20-18049
168050-66,53-1-3-23-18050
168051-60,00-0-1-16-18051
168052-78,28-0-3-8-18052
168053-35,23-0-1-24-18053
168054-64,58-1-3-26-18054
168055-58,86-0-1-27-18055
168056-33,83-0-2-16-18056
168057-36,43-1-3-6-18057
168058-60,22-1-1-18-18058
168059-62,57-1-1-5-18059
168060-75,39-1-3-6-18060
168061-44,20-0-4-15-18061
168062-26,81-0-2-8-18062
168063-75,48-1-3-13-18063
168064-67,89-0-2-12-18064
168065-55,46-0-2-9-18065
168066-72,96-0-4-23-18066
168067-77,45-0-3-19-18067
168068-27,14-0-4-1-18068
168069-48,03-1-4-11-18069
168070-36,53-1-3-3-18070
168071-41,18-0-4-4-18071
168072-55,76-1-4-29-18072
168073-61,09-1-1-18-18073
168074-53,62-0-1-24-18074
168075-38,89-0-1-4-18075
168076-45,77-1-1-8-18076
168077-50,75-0-1-12-18077
168078-77,06-1-4-5-18078
168079-30,61-0-2-3-18079
168080-37,25-1-4-3-18080
168081-43,94-1-3-0-18081
168082-51,90-1-2-22-18082
168083-70,29-0-4-12-18083
168084-64,74-0-1-9-18084
168085-45,06-1-4-25-18085
168086-43,37-1-1-3-18086
168087-45,74-1-4-8-18087
168088-79,55-1-4-0-18088
168089-62,11-1-1-18-18089
168090-37,93-0-3-6-18090
168091-38,66-0-2-17-18091
168092-60,35-0-2-25-18092
168093-26,54-0-2-27-18093
168094-75,19-1-1-2-18094
168095-66,21-0-2-11-18095
168096-71,69-1-4-5-18096
168097-51,82-1-1-6-18097
168098-41,85-0-3-8-18098
168099-65,20-0-2-24-18099
168100-59,81-1-4-13-18100
168101-76,33-1-1-13-18101
168102-33,78-0-1-21-18102
168103-70,69-0-2-12-18103
168104-38,39-1-4-18-18104
168105-66,91-0-4-1-18105
168106-66,34-0-1-18-18106
168107-67,90-0-2-17-18107
168108-71,62-1-4-5-18108
168109-25,49-0-1-20-18109
168110-70,04-0-2-23-18110
168111-78,07-0-1-18-18111
168112-43,87-0-1-16-18112
168113-41,63-0-2-28-18113
168114-42,32-1-2-8-18114
168115-28,15-0-2-12-18115
168116-76,72-1-1-14-18116
168117-42,68-0-3-14-18117
168118-63,50-0-4-16-18118
168119-72,35-1-3-24-18119
168120-49,22-1-2-29-18120
168121-55,43-0-3-4-18121
168122-28,45-0-4-5-18122
168123-29,95-1-1-3-18123
168124-77,97-1-3-25-18124
168125-74,08-0-2-21-18125
168126-32,24-1-2-5-18126
168127-77,09-1-3-25-18127
168128-47,70-1-1-20-18128
168129-42,37-0-2-9-18129
168130-43,76-0-1-21-18130
168131-30,69-1-1-13-18131
168132-52,67-0-1-29-18132
168133-29,82-1-4-23-18133
168134-48,80-0-4-12-18134
168135-61,37-1-4-21-18135
168136-69,26-1-3-11-18136
168137-25,89-0-2-21-18137
168138-30,18-1-4-14-18138
168139-69,67-1-1-29-18139
168140-48,41-0-3-5-18140
168141-33,98-1-3-23-18141
168142-79,76-0-2-27-18142
168143-46,41-0-4-14-18143
168144-77,60-0-3-5-18144
168145-35,41-1-4-21-18145
168146-62,61-0-4-13-18146
168147-34,71-0-1-19-18147
168148-51,71-1-1-7-18148
168149-78,29-1-2-2-18149
168150-60,24-1-1-7-18150
168151-70,74-1-4-22-18151
168152-63,50-1-1-17-18152
168153-74,02-1-4-4-18153
168154-77,02-0-2-25-18154
168155-68,60-0-1-15-18155
168156-30,99-1-3-2-18156
168157-54,70-0-2-15-18157
168158-49,40-0-3-9-18158
168159-51,96-1-2-11-18159
168160-68,42-0-2-11-18160
168161-36,19-1-2-13-18161
168162-68,69-0-3-11-18162
168163-53,01-1-2-28-18163
168164-63,35-1-2-29-18164
168165-46,87-0-1-27-18165
168166-56,85-0-2-6-18166
168167-40,88-0-2-25-18167
168168-73,00-0-1-23-18168
168169-37,17-0-1-16-18169
168170-64,47-1-4-12-18170
168171-35,52-1-3-23-18171
168172-59,25-1-3-16-18172
168173-75,53-1-2-11-18173
168174-29,37-1-3-15-18174
168175-27,03-0-3-6-18175
168176-31,46-0-2-27-18176
168177-26,21-0-3-18-18177
168178-74,66-1-2-2-18178
168179-62,02-1-1-9-18179
168180-31,37-0-4-1-18180
168181-46,57-1-4-9-18181
168182-55,99-1-1-23-18182
168183-68,46-1-1-22-18183
168184-67,81-1-4-26-18184
168185-73,26-1-1-7-18185
168186-48,49-1-4-27-18186
168187-26,37-1-4-21-18187
168188-28,11-0-1-0-18188
168189-37,08-1-2-12-18189
168190-60,43-0-1-23-18190
168191-33,80-0-3-22-18191
168192-67,64-1-4-12-18192
168193-55,18-0-4-15-18193
168194-44,53-1-2-5-18194
168195-61,20-0-2-17-18195
168196-25,11-1-1-10-18196
168197-37,70-1-1-29-18197
168198-46,59-0-2-3-18198
168199-28,01-0-1-2-18199
168200-41,03-0-4-23-18200
168201-35,40-1-1-12-18201
168202-61,20-0-1-3-18202
168203-29,63-0-2-4-18203
168204-55,72-1-1-8-18204
168205-28,67-0-4-19-18205
168206-45,16-0-3-8-18206
168207-36,87-0-3-0-18207
168208-49,18-0-4-26-18208
168209-36,52-1-2-19-18209
168210-79,38-1-1-11-18210
168211-64,47-1-2-13-18211
168212-64,60-0-3-23-18212
168213-63,96-1-4-13-18213
168214-38,90-1-4-19-18214
168215-75,98-1-1-29-18215
168216-65,63-1-2-15-18216
168217-36,33-0-1-27-18217
168218-50,95-0-2-18-18218
168219-55,88-1-4-16-18219
168220-40,97-0-1-18-18220
168221-50,72-0-2-9-18221
168222-45,79-1-3-23-18222
168223-34,74-1-2-5-18223
168224-68,28-0-4-23-18224
168225-63,21-1-3-24-18225
168226-28,86-1-2-12-18226
168227-42,20-0-2-22-18227
168228-56,87-0-1-26-18228
168229-58,80-1-1-12-18229
168230-52,21-0-4-28-18230
168231-64,75-0-1-13-18231
168232-41,53-1-2-1-18232
168233-44,92-0-2-19-18233
168234-37,09-1-2-15-18234
168235-69,43-1-1-22-18235
168236-77,89-1-3-20-18236
168237-41,52-1-1-1-18237
168238-39,45-1-2-11-18238
168239-29,71-0-1-10-18239
168240-74,24-0-4-22-18240
168241-41,80-0-3-25-18241
168242-34,09-1-2-21-18242
168243-33,24-1-3-17-18243
168244-52,46-0-4-11-18244
168245-29,67-1-2-13-18245
168246-48,42-1-4-5-18246
168247-48,57-1-3-14-18247
168248-62,39-1-4-19-18248
168249-55,94-0-3-2-18249
168250-74,91-0-2-19-18250
168251-60,10-0-1-11-18251
168252-26,94-0-4-10-18252
168253-39,69-0-2-21-18253
168254-59,28-1-3-23-18254
168255-45,30-1-2-0-18255
168256-26,37-0-4-1-18256
168257-73,97-0-3-20-18257
168258-26,42-0-2-24-18258
168259-76,11-1-3-4-18259
168260-39,66-0-2-24-18260
168261-38,92-0-3-25-18261
168262-73,51-0-4-29-18262
168263-66,45-1-2-10-18263
168264-66,41-1-4-14-18264
168265-63,40-1-1-5-18265
168266-28,02-0-1-2-18266
168267-70,99-0-4-9-18267
168268-54,52-1-4-18-18268
168269-40,82-0-1-8-18269
168270-40,76-0-4-6-18270
168271-48,56-1-3-8-18271
168272-50,89-0-1-23-18272
168273-57,19-0-1-3-18273
168274-27,24-0-3-20-18274
168275-30,08-1-2-8-18275
168276-45,16-1-1-22-18276
168277-73,09-1-3-12-18277
168278-64,21-1-2-19-18278
168279-66,44-1-3-3-18279
168280-73,05-1-1-7-18280
168281-45,91-0-3-15-18281
168282-63,17-0-1-26-18282
168283-29,52-1-3-10-18283
168284-51,74-1-2-2-18284
168285-75,56-1-1-14-18285
168286-73,32-0-4-22-18286
168287-34,19-1-2-8-18287
168288-42,07-0-4-12-18288
168289-61,19-1-4-5-18289
168290-72,87-0-1-14-18290
168291-33,55-0-2-2-18291
168292-46,67-0-4-27-18292
168293-51,94-0-3-8-18293
168294-32,55-0-2-13-18294
168295-70,03-0-4-16-18295
168296-48,57-0-2-19-18296
168297-68,89-0-2-21-18297
168298-35,82-0-4-18-18298
168299-58,87-1-4-12-18299
168300-31,20-1-1-6-18300
168301-27,62-1-4-9-18301
168302-55,42-1-2-16-18302
168303-33,69-1-1-13-18303
168304-29,00-1-3-24-18304
168305-25,86-0-3-25-18305
168306-47,99-0-2-17-18306
168307-43,94-0-1-25-18307
168308-32,06-1-1-26-18308
168309-49,42-0-2-12-18309
168310-54,64-1-2-2-18310
168311-72,56-0-3-26-18311
168312-27,57-0-4-12-18312
168313-63,61-1-4-22-18313
168314-26,33-0-1-0-18314
168315-69,68-1-3-28-18315
168316-69,55-0-3-10-18316
168317-61,09-0-4-8-18317
168318-53,11-1-3-27-18318
168319-57,90-0-3-16-18319
168320-46,33-0-4-14-18320
168321-31,06-0-2-10-18321
168322-74,42-1-2-1-18322
168323-68,14-1-3-15-18323
168324-48,80-0-2-0-18324
168325-77,47-0-1-22-18325
168326-75,52-1-2-16-18326
168327-56,80-0-1-3-18327
168328-53,41-1-4-6-18328
168329-69,81-0-3-26-18329
168330-31,64-0-2-4-18330
168331-62,15-1-3-2-18331
168332-36,23-0-1-26-18332
168333-67,09-1-3-7-18333
168334-43,56-0-2-27-18334
168335-64,84-0-3-5-18335
168336-68,50-0-3-10-18336
168337-56,14-0-3-24-18337
168338-75,58-0-2-6-18338
168339-74,65-1-2-10-18339
168340-42,34-0-1-6-18340
168341-48,36-0-3-0-18341
168342-44,32-1-4-3-18342
168343-58,04-0-2-12-18343
168344-34,21-1-3-13-18344
168345-47,74-0-2-7-18345
168346-56,80-1-4-9-18346
168347-78,71-1-2-2-18347
168348-57,42-1-4-23-18348
168349-48,43-1-4-3-18349
168350-75,98-1-1-16-18350
168351-31,80-0-1-24-18351
168352-44,04-1-3-1-18352
168353-78,27-1-1-5-18353
168354-62,62-1-3-27-18354
168355-55,50-1-4-4-18355
168356-38,90-1-1-1-18356
168357-33,94-0-1-3-18357
168358-32,46-1-2-15-18358
168359-79,66-1-2-8-18359
168360-54,49-0-1-1-18360
168361-42,44-1-1-3-18361
168362-76,41-1-3-1-18362
168363-64,71-1-4-3-18363
168364-78,13-0-1-2-18364
168365-29,38-0-4-13-18365
168366-75,87-0-3-11-18366
168367-48,30-1-3-0-18367
168368-79,51-0-1-5-18368
168369-60,62-1-2-17-18369
168370-61,21-0-2-9-18370
168371-52,31-0-2-19-18371
168372-67,50-0-1-11-18372
168373-77,77-0-4-8-18373
168374-64,77-1-2-21-18374
168375-53,01-1-3-18-18375
168376-79,61-1-2-28-18376
168377-72,30-1-3-23-18377
168378-33,81-0-4-5-18378
168379-34,73-1-3-18-18379
168380-61,05-0-2-20-18380
168381-71,97-1-3-11-18381
168382-38,19-1-1-2-18382
168383-60,31-0-3-14-18383
168384-77,87-0-4-13-18384
168385-36,43-0-2-2-18385
168386-60,01-0-3-17-18386
168387-36,68-0-1-9-18387
168388-79,04-0-3-4-18388
168389-48,33-1-4-14-18389
168390-67,12-0-3-4-18390
168391-46,79-1-4-16-18391
168392-27,46-1-1-10-18392
168393-78,02-1-3-25-18393
168394-54,62-1-4-12-18394
168395-71,23-0-1-0-18395
168396-77,00-0-3-2-18396
168397-47,31-1-2-3-18397
168398-37,93-1-1-23-18398
168399-65,68-1-2-11-18399
168400-42,07-1-1-2-18400
168401-51,05-1-2-26-18401
168402-41,18-1-3-6-18402
168403-72,71-0-4-24-18403
168404-64,60-0-2-3-18404
168405-39,64-1-2-15-18405
168406-50,46-0-1-1-18406
168407-65,73-1-2-22-18407
168408-59,10-0-3-13-18408
168409-48,97-0-1-21-18409
168410-55,08-0-3-10-18410
168411-37,21-1-1-11-18411
168412-71,85-0-1-2-18412
168413-72,32-0-1-20-18413
168414-44,07-0-3-3-18414
168415-53,63-0-3-13-18415
168416-62,70-1-1-11-18416
168417-34,86-1-3-9-18417
168418-46,53-0-2-23-18418
168419-44,47-0-4-28-18419
168420-36,07-0-3-5-18420
168421-70,63-0-2-12-18421
168422-30,98-0-3-17-18422
168423-54,72-0-4-18-18423
168424-66,16-1-4-4-18424
168425-40,73-1-3-16-18425
168426-74,59-0-4-19-18426
168427-50,32-1-2-13-18427
168428-73,30-1-2-28-18428
168429-67,34-0-4-1-18429
168430-68,16-1-4-14-18430
168431-56,04-0-4-18-18431
168432-37,50-1-3-19-18432
168433-64,33-1-1-26-18433
168434-38,77-0-3-19-18434
168435-69,18-0-1-11-18435
168436-48,88-0-2-10-18436
168437-32,78-0-1-17-18437
168438-45,38-0-4-29-18438
168439-40,72-0-1-28-18439
168440-69,00-0-3-19-18440
168441-74,81-0-2-15-18441
168442-31,86-1-4-19-18442
168443-67,30-0-2-10-18443
168444-68,79-1-3-3-18444
168445-73,14-0-2-21-18445
168446-49,61-1-4-8-18446
168447-52,63-0-2-27-18447
168448-66,74-1-4-29-18448
168449-59,39-0-4-7-18449
168450-64,20-1-3-14-18450
168451-66,48-0-4-12-18451
168452-68,53-0-2-23-18452
168453-57,27-1-4-21-18453
168454-46,39-1-2-16-18454
168455-76,09-1-2-11-18455
168456-65,91-0-4-11-18456
168457-30,45-0-4-4-18457
168458-48,78-1-4-7-18458
168459-71,95-1-4-3-18459
168460-69,03-0-3-1-18460
168461-74,07-0-2-9-18461
168462-55,35-0-1-15-18462
168463-36,21-1-2-27-18463
168464-77,18-1-2-26-18464
168465-29,73-0-3-13-18465
168466-77,85-1-4-22-18466
168467-56,15-1-1-8-18467
168468-33,55-1-1-10-18468
168469-70,00-1-1-11-18469
168470-49,98-0-4-12-18470
168471-36,74-0-3-2-18471
168472-70,08-0-4-13-18472
168473-68,45-0-4-5-18473
168474-27,59-0-2-13-18474
168475-34,10-0-1-25-18475
168476-76,54-0-3-12-18476
168477-70,94-1-1-24-18477
168478-60,05-1-1-23-18478
168479-75,94-0-3-0-18479
168480-62,11-1-3-10-18480
168481-39,90-1-1-12-18481
168482-49,15-0-1-2-18482
168483-34,41-1-4-10-18483
168484-45,35-1-1-1-18484
168485-68,39-0-3-3-18485
168486-73,01-1-3-14-18486
168487-50,33-0-2-20-18487
168488-30,01-1-2-20-18488
168489-35,36-0-3-18-18489
168490-33,59-0-1-10-18490
168491-35,92-1-3-11-18491
168492-38,68-1-2-12-18492
168493-72,51-1-1-21-18493
168494-67,08-1-4-8-18494
168495-53,98-1-1-0-18495
168496-50,93-0-3-14-18496
168497-48,45-1-2-8-18497
168498-73,24-1-2-24-18498
168499-77,88-0-2-9-18499
168500-51,58-0-2-20-18500
168501-34,28-1-2-23-18501
168502-27,75-1-1-17-18502
168503-41,21-0-2-25-18503
168504-60,20-0-2-7-18504
168505-57,34-0-2-20-18505
168506-44,91-1-3-10-18506
168507-43,60-0-2-28-18507
168508-72,98-1-4-11-18508
168509-53,62-0-1-4-18509
168510-40,70-0-3-19-18510
168511-42,00-0-4-1-18511
168512-48,72-1-3-17-18512
168513-71,23-0-2-0-18513
168514-29,53-0-1-9-18514
168515-64,20-1-2-16-18515
168516-35,21-1-1-6-18516
168517-35,62-0-1-7-18517
168518-55,56-0-1-25-18518
168519-37,97-0-3-21-18519
168520-47,38-1-1-27-18520
168521-65,36-1-4-5-18521
168522-55,81-0-2-27-18522
168523-68,06-0-2-22-18523
168524-39,61-0-4-23-18524
168525-79,05-0-3-26-18525
168526-29,10-1-3-27-18526
168527-51,89-1-3-19-18527
168528-59,15-1-2-3-18528
168529-71,13-1-3-20-18529
168530-39,15-1-2-24-18530
168531-52,82-1-2-12-18531
168532-59,46-0-3-16-18532
168533-64,94-1-2-5-18533
168534-46,53-1-2-26-18534
168535-62,96-0-4-3-18535
168536-50,31-0-2-28-18536
168537-76,94-1-2-29-18537
168538-75,46-1-4-22-18538
168539-50,40-0-3-24-18539
168540-37,84-0-3-24-18540
168541-78,07-1-3-19-18541
168542-62,84-1-2-14-18542
168543-52,19-0-2-6-18543
168544-35,69-1-2-28-18544
168545-53,04-1-3-0-18545
168546-59,48-1-1-27-18546
168547-75,78-0-4-10-18547
168548-53,87-0-4-2-18548
168549-69,21-1-3-1-18549
168550-60,92-1-4-16-18550
168551-78,71-1-4-29-18551
168552-37,36-1-4-10-18552
168553-65,92-0-4-17-18553
168554-26,30-1-1-0-18554
168555-70,97-0-2-22-18555
168556-28,59-0-3-24-18556
168557-66,28-1-2-23-18557
168558-50,30-1-2-27-18558
168559-26,92-0-1-8-18559
168560-36,17-0-4-13-18560
168561-53,45-0-2-28-18561
168562-67,90-0-2-6-18562
168563-57,15-1-1-20-18563
168564-69,74-1-1-15-18564
168565-47,10-1-1-6-18565
168566-33,38-1-3-21-18566
168567-45,11-1-4-25-18567
168568-45,86-1-4-13-18568
168569-73,65-1-2-4-18569
168570-41,56-1-4-3-18570
168571-50,79-0-1-18-18571
168572-79,23-1-1-20-18572
168573-38,43-0-2-25-18573
168574-73,30-1-4-18-18574
168575-57,41-0-4-7-18575
168576-52,41-0-4-24-18576
168577-66,93-0-1-4-18577
168578-26,76-0-2-22-18578
168579-66,66-1-3-26-18579
168580-71,67-0-3-9-18580
168581-53,93-1-3-25-18581
168582-38,73-0-1-8-18582
168583-30,86-0-3-20-18583
168584-29,82-0-3-17-18584
168585-44,82-1-1-27-18585
168586-54,52-0-4-2-18586
168587-49,31-1-3-2-18587
168588-79,05-0-2-21-18588
168589-68,41-0-2-15-18589
168590-67,05-0-2-8-18590
168591-76,38-1-1-17-18591
168592-33,07-1-1-11-18592
168593-70,26-0-4-6-18593
168594-30,78-0-1-8-18594
168595-68,51-1-4-22-18595
168596-65,94-1-3-13-18596
168597-26,70-0-2-17-18597
168598-48,74-0-1-10-18598
168599-67,01-1-1-19-18599
168600-60,53-1-3-19-18600
168601-30,63-0-3-25-18601
168602-34,42-0-4-19-18602
168603-48,62-0-2-8-18603
168604-56,25-0-4-27-18604
168605-59,01-1-3-15-18605
168606-31,58-1-1-15-18606
168607-79,39-0-1-2-18607
168608-28,83-0-2-16-18608
168609-72,84-1-2-12-18609
168610-39,48-1-3-3-18610
168611-29,85-1-2-27-18611
168612-53,37-0-2-1-18612
168613-49,57-1-2-6-18613
168614-40,08-1-2-11-18614
168615-63,50-1-3-2-18615
168616-62,38-0-1-19-18616
168617-55,79-0-2-23-18617
168618-67,54-1-3-17-18618
168619-69,35-1-1-17-18619
168620-57,44-0-3-13-18620
168621-54,39-0-4-4-18621
168622-79,15-1-3-21-18622
168623-77,00-1-1-3-18623
168624-76,53-0-1-23-18624
168625-60,62-1-4-26-18625
168626-58,71-1-3-27-18626
168627-47,63-0-4-12-18627
168628-59,74-0-2-27-18628
168629-37,57-0-1-4-18629
168630-28,52-0-2-25-18630
168631-47,40-0-1-6-18631
168632-45,32-0-1-1-18632
168633-78,51-0-1-21-18633
168634-33,53-1-4-5-18634
168635-33,39-1-3-2-18635
168636-39,27-1-1-6-18636
168637-65,70-1-4-23-18637
168638-38,85-0-4-6-18638
168639-58,01-0-3-10-18639
168640-33,71-0-2-29-18640
168641-33,80-0-4-11-18641
168642-45,79-0-4-13-18642
168643-34,46-1-4-8-18643
168644-74,23-1-3-2-18644
168645-29,24-1-3-28-18645
168646-69,69-0-4-11-18646
168647-67,25-1-1-17-18647
168648-26,38-1-1-13-18648
168649-28,96-0-1-11-18649
168650-66,34-1-1-26-18650
168651-38,93-0-3-27-18651
168652-73,34-0-3-14-18652
168653-63,01-1-1-6-18653
168654-37,40-0-2-9-18654
168655-27,78-0-3-29-18655
168656-32,62-1-4-3-18656
168657-48,30-1-1-24-18657
168658-51,84-0-3-4-18658
168659-43,29-1-4-5-18659
168660-32,34-1-2-20-18660
168661-61,22-1-1-19-18661
168662-49,11-0-1-14-18662
168663-70,93-0-4-12-18663
168664-55,50-0-2-8-18664
168665-41,26-0-3-7-18665
168666-65,52-1-4-22-18666
168667-70,24-0-3-2-18667
168668-69,21-0-1-2-18668
168669-32,24-0-3-15-18669
168670-62,04-1-1-25-18670
168671-37,37-1-1-21-18671
168672-67,33-1-1-0-18672
168673-26,22-1-3-17-18673
168674-64,15-0-4-24-18674
168675-58,17-1-3-12-18675
168676-79,71-0-3-2-18676
168677-57,17-0-4-29-18677
168678-68,89-1-4-19-18678
168679-38,65-1-1-10-18679
168680-27,86-0-1-7-18680
168681-39,60-1-1-11-18681
168682-69,53-1-2-14-18682
168683-53,24-0-3-25-18683
168684-69,02-1-3-1-18684
168685-53,00-1-2-2-18685
168686-30,33-1-1-20-18686
168687-78,59-0-2-15-18687
168688-48,86-1-3-22-18688
168689-39,52-1-3-24-18689
168690-55,00-0-2-22-18690
168691-73,15-0-1-28-18691
168692-70,00-1-2-22-18692
168693-43,02-0-3-24-18693
168694-52,16-1-2-2-18694
168695-59,85-1-4-10-18695
168696-56,77-0-1-15-18696
168697-34,58-1-2-13-18697
168698-53,72-0-1-2-18698
168699-61,86-1-3-27-18699
168700-55,49-0-3-13-18700
168701-36,54-1-4-29-18701
168702-25,66-1-2-10-18702
168703-59,73-0-1-0-18703
168704-62,78-1-2-4-18704
168705-66,26-0-3-24-18705
168706-49,61-0-3-6-18706
168707-75,87-0-1-22-18707
168708-55,75-0-1-0-18708
168709-51,07-0-1-1-18709
168710-52,80-0-3-6-18710
168711-29,05-0-1-27-18711
168712-77,58-0-4-10-18712
168713-65,97-1-4-16-18713
168714-79,37-0-4-28-18714
168715-67,89-1-2-24-18715
168716-66,08-1-1-18-18716
168717-36,32-1-3-23-18717
168718-71,13-0-1-28-18718
